Drugs,Cbln2,Cyp1a1,Muc2,Ankrd34a,Asb14,Ly6al,LOC102548022,Btbd2,Pax9,Mybl2,Tcp11,Palmd,Sez6l2,C1qtnf4,Cbfa2t3,Aldh1a2,LOC102549724 /// LOC102549828,LOC102552294,Wisp2,Magi1,Tubb4a,Katnbl1,RGD1308775,Mypop,Fam163b,Myoz1,Ctrl,Zfp385c,S100a3,Drp2,Tbcd,Fgf14,Defb1,Tmem107,Tacr1,Lyzl6,Drd2,Nup37,LOC102546927,Col5a3,Kprp,LOC102556906,Plxna3,LOC102549880,Rasgrf1,Fscn3,Retnla,Cpne7,Senp8,Fjx1,Igfl3,Bspry,Tmem182,Lix1,Camkv,Cckbr,Tmem151a,Akr1b7,Lhfpl2,Ap3b2,Kcnc3,Znrf2,LOC687508,Zfp592,Fbrs,Rimbp2,Ndrg4,Asah2,Slc24a4,Fa2h,Kcnj3,Paqr4,LOC102551963,Egflam,Lce3d,Trpm8,Fignl1,Slc34a1,Apc2,LOC102553932,Opcml,Olr1500,Purb,Srp54a,Col20a1,Glis1,Noxred1,Apaf1,Col15a1 /// LOC100909752,Amph /// LOC100909679 /// LOC100910792,LOC102557140,Nkx2-5,LOC100909684,Rpl3,Hap1,Hspa9,Pak3,RGD1311517,Msx1,Fam83h
 ethanol,3.911188722,5.234806199,4.593197289,5.587526027,5.732278102,5.004219265,4.956713295,6.634590144,4.060038456,4.537342703,6.145835855,4.938798217,5.523906038,5.487008366,4.950261221,5.300347319,5.037996728,4.255187157,4.38223569,5.435481667,6.925130794,4.846357362,5.383188781,5.93474607,4.755818405,4.681420975,4.727890747,4.783294706,5.538787397,5.125706377,4.810827329,3.960996803,4.446824657,4.880019244,4.810693552,4.847788748,4.626169052,4.59020066,5.017750761,4.948683754,4.510847082,5.429192751,5.727113262,5.081219087,5.673206353,4.835984466,5.821757905,6.342386125,5.616153224,4.506386528,5.163129007,5.015866863,3.858640066,4.2807192,5.260523744,5.764877228,5.796337489,6.891799148,5.368033613,5.154961785,4.984654864,4.542969554,4.675129142,5.105952569,4.834177095,4.485324887,5.363489525,5.272920699,5.19491521,6.082908489,5.736888688,5.41981433,5.322221554,4.742614421,5.421755981,4.448229849,4.810642257,4.447188578,4.271569478,5.090130862,5.072278667,4.051183245,4.780897107,6.184628102,4.145660818,5.894248597,5.11142672,5.58966392,5.229692701,4.220241603,4.934988915,5.061612267,4.349370982,6.156927274,6.389864617,5.220947219,6.194175413,5.291918188,5.176783865,5.345737929
 ethinylestradiol,8.631466301,7.86272909,7.904436331,8.685122216,8.52968539,8.004746838,8.003318547,9.819025323,7.48211827,7.621564755,8.768890005,8.014072796,8.458976752,8.499510706,7.748645441,8.36198466,7.645331907,7.596981115,7.445477752,7.852148703,9.636826656,7.847950243,7.961111384,8.872403549,7.814270159,7.58523279,8.240045354,7.583212531,7.850515836,7.748920686,7.432255607,7.170727054,7.448088985,7.526207181,7.515254042,7.394909174,7.810720617,7.434328597,7.573793347,8.115902647,7.444711321,8.103483142,8.259557354,7.389367566,8.537578325,7.397260521,8.321434831,8.824517309,7.779269464,7.386207068,8.083920807,7.58742369,6.733232478,7.23333664,7.204948697,8.189629444,8.316062908,8.799276553,7.818233488,8.037521939,7.373778573,7.091241902,7.269695351,7.843552224,7.148931184,7.35363403,7.81517613,7.706312764,7.737316,8.302976764,7.778972561,8.020373595,7.309514195,7.106630772,7.753653035,7.202491315,7.618159165,7.161393642,7.131081729,7.554774859,7.168583873,6.660930646,7.139110929,8.698128772,7.014042786,8.309828563,7.620606485,7.719415602,7.565120005,6.90531743,6.981255688,7.45094829,6.905402064,8.788877843,8.517216424,6.996285677,8.721093913,7.658553569,7.404993227,8.159203981
 ethionamide,3.696551695,5.178524087,4.306336433,5.083801813,5.102015197,4.335250771,4.724903432,6.202387571,3.935029612,4.353890221,5.576200073,4.532566438,5.261309253,5.312103372,4.235464182,4.975849712,5.005431719,4.148786441,4.236989369,4.831930692,6.487525434,4.500642801,4.327851643,5.315611455,4.122749534,4.382214314,5.119987402,4.490512463,4.736932077,4.329366632,4.211832361,3.617680469,4.080869978,4.967376363,4.645141211,4.60843441,4.837057197,4.343115375,4.504471516,5.272786805,3.936547589,4.638650472,5.240293217,4.271765771,5.888341997,4.650124387,5.098263198,5.753783688,4.538887433,4.293073881,4.868948179,4.55703615,3.762220833,4.103625012,4.137401331,5.344860994,5.523587591,7.175952347,4.613545003,4.667974708,4.396879169,4.204722072,4.828126707,4.526900868,4.023776215,4.486851832,4.78032499,4.775165224,4.798025677,5.85436645,5.213301779,5.057577575,4.504686364,4.282949133,4.708341325,4.298237025,4.635614167,4.157722413,4.052891292,4.787163022,4.693052945,3.560597025,4.600373263,5.756511893,3.9225048,5.297873889,4.463224044,4.460407181,4.953203524,4.081991101,4.304849044,4.848932586,4.356444939,6.003765938,5.545252491,4.358250838,5.931665203,4.992885076,4.405462435,5.276002552
 ethionine,3.566249959,4.191086223,3.996984575,4.589750081,4.325025801,4.302668947,4.251813541,5.700571372,3.52350788,3.783441601,4.704028745,3.959711031,4.849352146,4.692912999,3.982565353,4.658063712,4.301608015,3.59684795,3.742616213,4.641786395,5.929338916,3.99445398,4.179715409,5.000993664,3.724577595,4.067623466,4.777216575,3.880696655,4.378538435,4.274188093,3.874475177,3.30693632,3.928613053,4.052557851,3.997680913,4.167593831,4.44193486,3.912743019,4.523688483,4.723386706,3.572192469,4.889007044,4.587549586,4.210579204,5.726750412,3.981328206,4.811634174,5.342827207,4.21087355,3.734301773,4.124655787,4.07351762,3.425575354,3.651070823,3.825183363,4.768416469,4.812429326,5.754787032,4.154323313,4.312679049,4.006386092,4.277179318,4.112950187,4.502657372,3.671069138,4.124229736,4.706610753,3.907207717,4.279909835,5.574062729,4.883749624,4.455573857,3.945412142,3.944663087,4.364899839,3.836470567,4.125617055,3.776874818,3.608170132,4.435371786,4.414688901,3.315771061,4.164432537,5.150233241,4.30209002,4.960365817,4.186666816,4.164694509,3.976894642,3.601420866,3.738875876,4.271827137,3.989834335,6.423277949,5.176773957,4.445836088,5.367933643,4.553354932,4.09074641,4.817689959
 etoposide,3.487070206,4.494937057,3.731384521,4.813068197,4.870771582,4.186561146,4.37168528,5.830397788,3.554634717,4.059830877,5.252635822,4.48141421,4.867167122,5.017600771,3.990719281,4.600448451,4.634783868,3.604752349,3.812828633,4.591249626,6.321592528,4.279996107,4.393915198,5.210595155,4.140607585,4.222264946,4.476783366,4.093300636,4.550148986,4.258693357,4.041172239,3.408321175,3.700636384,4.273618463,4.33963251,4.01676184,4.288554253,3.989248853,4.152444016,4.6092458,3.748494317,4.589671911,4.688887013,4.138009587,5.660797276,4.37660035,5.035974831,5.335347203,4.283846819,4.068178237,4.644300659,4.06471191,3.371721849,3.678173999,3.803679098,5.044307675,4.995676958,6.897405734,4.20606574,4.280829259,3.972471485,3.72375078,4.181140148,4.235778332,3.789196253,4.142422223,4.755715336,4.24950298,4.415893345,5.634111278,5.057403236,4.429022286,4.359983026,3.901331731,4.493109617,3.91803059,4.186665177,3.80044514,3.687347033,4.975991977,4.740156275,3.531365551,4.126201699,5.332547982,3.600171491,5.094289786,4.492415213,4.324992736,4.288570249,3.724109097,3.876854269,4.454804817,3.873310433,5.157236216,5.411744762,4.101436165,5.545132097,4.754532419,4.32324517,4.646217192
 famotidine,3.575975372,4.616650502,3.727784522,4.629275456,4.632481145,4.053158145,3.99059793,6.108695322,3.451350283,3.847542571,4.778638084,4.508601982,4.526986884,4.940536627,4.208434148,4.668078803,4.104308488,3.728617418,3.684384788,4.310295858,6.08968518,4.43429712,4.345342475,5.270146333,3.972142373,3.945584578,4.799328121,3.972567361,4.342381366,3.994186241,4.145616952,3.289942368,3.601028284,3.859506927,4.071487482,3.997758649,4.175368366,3.886589098,3.929240781,4.57310964,3.678968185,4.603074947,5.340561807,4.340074522,5.052618406,3.922650172,4.975440543,5.227230694,4.514123081,4.031000383,4.672811314,4.368551423,3.157961903,3.567243987,3.778514326,4.718116975,5.142206922,5.343116116,5.061314406,4.56242603,4.064428441,3.815718322,4.239670838,4.468449426,4.377639892,4.021696017,4.354706511,4.669195402,4.368346646,5.097118008,4.551815124,4.639921285,4.331406937,4.105850797,4.534103569,3.653174186,3.871589873,4.140480373,3.780192742,4.461086985,4.37324633,3.362927746,4.224728249,5.016011147,3.908463866,5.257938124,4.583760933,4.606508757,4.163926947,3.811257945,3.7450586,4.339472406,3.499476686,6.158580708,5.252349679,3.868281479,5.378587228,4.474051654,4.000402009,4.950214931
 fluoxetine_hydrochlroride,4.121601597,5.840605904,4.826258303,6.214180173,5.881482158,4.76605307,4.86777049,6.975769479,4.099378485,4.431967116,6.063468761,6.114249801,5.905079104,5.689513554,4.929598142,6.305085565,4.578945879,4.453880145,4.276008988,4.907764117,7.016763389,5.595856912,5.624230262,5.895600667,5.258865137,4.362772613,5.711492742,4.891755437,5.493055914,5.02540953,4.947317207,3.928516168,5.006304417,4.562189697,4.710157399,4.403328856,4.779505258,4.390729941,4.756620576,5.864791911,5.235513684,6.136929019,6.025754185,5.446314179,5.382363751,4.407556977,5.845295032,6.713764957,6.195890934,4.405583364,5.278241126,5.628182536,3.914663211,4.168388818,5.733445682,6.181992941,6.033583877,6.550056988,5.735694348,6.07236689,4.905806445,4.300720601,5.050572235,5.147607934,6.15500184,5.184058731,5.354183522,6.01569967,5.552834748,5.664862074,5.293296866,6.016886616,5.519359271,4.975133073,5.464507461,4.533968281,4.424264834,5.149630177,4.659915577,4.949834451,4.69433793,3.782580977,4.228587105,6.48698431,4.001025904,5.578673256,5.418333599,6.081975217,5.642929287,4.823510214,4.564218521,4.887294144,3.674435198,7.60254119,6.299147773,4.633706719,6.057050465,5.440072706,4.838003339,6.25503148
 fluphenazine,8.843496111,8.036934974,8.025017097,8.739510389,8.604522226,8.070218572,7.993451726,9.947916053,7.509747548,7.612432053,8.675483745,8.220288747,8.754053721,8.54945369,7.939517002,8.510145197,8.019824431,7.247716028,7.601029649,8.067797988,9.73030759,7.79054495,8.027004966,8.91900697,7.864232132,7.630578723,8.317060566,7.602341459,7.971936403,7.608814907,7.523994868,7.284711319,7.1902115,7.745547086,7.742888262,7.504829566,7.92801646,7.502115111,7.610428946,8.047547908,7.632078255,8.323071192,8.349351212,7.480163838,8.74857848,7.406766953,8.45060041,8.758272681,7.98617519,7.443582531,7.902343112,7.774612265,6.872794303,7.217719358,7.206010895,8.233646633,8.416078108,8.01114768,7.911902626,7.992146815,7.464399911,7.23191972,7.492215885,7.906626344,7.253283692,7.429756483,7.816439974,7.909112842,7.688875793,8.291832283,7.967423786,8.045742169,7.461714009,7.286640669,7.846566686,7.134850108,7.388756271,7.032439439,7.149349746,7.87477103,7.317654762,6.759940477,7.165916006,8.622778837,6.922716373,8.42165756,7.743459375,7.906735998,7.597056415,7.062795054,7.297210098,7.451743272,7.166261771,8.725490817,8.776942484,7.193671235,8.675209933,7.842442175,7.570979646,8.232725676
 flutamide,8.142944632,11.0183055,7.786667436,8.638674161,8.454526576,7.865592352,7.579722764,9.625006191,7.111667448,7.612600479,8.624374002,8.033270663,8.325687775,7.961527577,8.005812114,8.405450611,7.845999867,6.3415292,6.928810203,7.852080978,9.369178017,7.688663944,8.165578425,8.576634266,7.377942437,7.48285386,7.893292004,7.548757118,7.882789357,7.67406637,7.627781019,6.877467024,7.300479214,7.469288183,7.694152515,7.37582202,7.588568029,7.00856386,7.807967888,7.477997579,6.944563857,8.028495584,8.131571997,7.516197762,8.387789068,7.379049097,8.137431902,8.672910297,7.889523255,7.19917723,7.747846317,7.503568768,6.862163526,6.805145743,7.465207014,8.06749796,8.319184486,7.916361254,7.855637134,7.899017478,7.546861639,6.961468163,7.650562558,7.43566594,7.191512086,7.210936256,7.703095573,7.755683224,7.562024368,7.857187983,8.000821022,8.000187245,7.551125736,7.395283012,7.929837074,6.754621924,6.832548312,6.907309506,6.999625665,7.344586877,7.043791805,6.74762501,6.956343704,8.337202122,6.975306407,8.313259429,7.821047439,7.831230181,7.630393975,7.269008448,7.224027103,7.192049441,6.496307087,8.399258662,8.448327303,7.116251744,8.267462297,7.81815754,7.503592907,8.188959743
 furosemide,3.384317539,4.492124311,3.770797204,4.607464932,4.634199819,3.810262153,3.889488993,6.299257823,3.443733917,3.688048897,4.6991457,5.217604309,4.702692627,4.609294506,4.367614888,4.777817566,4.078692537,3.694980312,3.627711775,4.380793954,6.072180358,4.032104368,4.285850887,5.192366025,3.881560789,3.886767873,4.418464816,3.983633001,4.570460295,4.061202111,3.785976009,3.102578969,3.815225817,3.919262775,3.978503209,4.273564731,4.094976046,3.637004355,3.913581185,4.460223856,3.616769667,5.06560225,5.206878305,4.24129638,4.548708677,3.999486465,4.79129572,5.622987349,4.190047987,4.036260325,4.159166226,4.332982249,3.14427558,3.485333619,3.611791492,4.562221847,4.814687807,6.137968824,5.04023193,4.840420013,4.64573295,3.888152508,4.335553441,4.43478315,4.05693946,3.790667444,4.191197788,5.129220712,4.675625428,4.89345554,4.277641935,4.956682918,4.306942722,3.854352711,4.568727812,3.981756073,4.23463425,4.816933868,3.822343832,3.897500915,3.976519677,3.21018561,3.897794249,5.254844516,4.169090542,5.426872066,4.388113878,4.718050038,4.972680887,3.700417771,3.630352003,4.092156746,3.443854525,6.706599814,5.36680189,4.39160307,5.22156517,4.311980042,4.282460236,5.064557343
 galactosamine,3.364548349,4.280964814,3.580219281,4.342225122,4.293779317,4.25072021,3.652833629,6.043644884,3.219262465,3.610960705,4.64369884,5.056234508,4.254428447,4.223616341,4.479926146,4.820095268,3.792531421,3.531558033,3.473347925,3.849942582,5.643243996,4.348946488,4.316082073,4.689906741,3.7120082,3.634223369,4.70902612,3.761493127,4.230036148,4.282049215,3.772985496,3.061466692,3.792018537,4.219799903,3.980716555,3.706426024,4.015928467,3.466500657,4.191856298,3.956230198,3.514938324,4.525224396,4.996525715,3.929258605,4.809864113,3.77835084,4.614544494,5.410016743,4.11619846,3.740969046,4.226081698,4.654579031,3.101410722,3.3400258,3.589776359,4.667997159,4.750936647,6.914759717,5.049809496,4.400959394,4.154491769,3.416247903,3.848012029,4.396446771,4.110767907,3.635543952,4.171975512,5.03129574,4.560820268,4.586981877,4.099216764,4.854864054,4.060078606,3.839013779,4.429904662,3.394131448,3.829670781,4.199691491,3.769652711,4.298308769,4.036028706,3.061584138,3.479048024,5.156433035,3.60241927,4.717214399,4.407485536,4.493756486,4.622700951,3.660790829,3.510501743,3.73018818,3.359076374,6.33824261,4.589466581,3.890683992,4.925013364,4.623188253,3.852418124,4.964690843
 gemfibrozil,3.580855694,4.595567302,3.949445079,4.518720659,4.493392371,4.138059446,4.069585056,5.942782767,3.519054034,3.595583533,4.640627238,4.435547865,4.437626798,4.665474764,4.090369438,4.918052316,3.840526768,3.546573965,3.595558672,4.236962907,5.803792589,4.084840407,3.917098223,4.983588725,3.936366543,3.788987659,4.885145099,3.943364921,4.200575831,4.092513959,3.772318614,3.243258448,3.904835167,3.98224501,3.703766939,3.721408143,4.082689076,3.67642209,4.216875574,4.651679506,3.771358928,4.452751949,4.976700523,3.712580903,4.976277137,3.838672639,4.552417932,5.194015955,4.171084563,3.67520766,4.620632744,4.190885993,3.20835435,3.761915836,3.585682282,4.762641797,4.740509413,7.371349954,4.238372348,4.523925765,3.914711223,4.020686698,4.18521513,4.07850178,3.662710758,4.02224602,4.152078332,4.719948149,3.984553807,4.547134157,4.454287141,4.826142199,4.06850585,4.173634635,4.213487167,3.61064082,3.885643496,3.817882612,3.803133982,4.235219274,3.899673497,3.212210302,3.940696171,5.198752596,4.198656868,4.89559825,3.921577776,4.258183275,4.025816778,3.331585482,3.62279997,3.808110322,3.459085429,6.400710648,5.007513852,4.165139506,4.978874555,4.222040083,4.009391731,4.584812359
 glibenclamide,3.59548378,4.982360776,4.07120524,5.234328963,4.878768299,4.325439832,4.231458713,6.700787682,3.543270527,3.949514038,5.391102253,4.237930595,5.20426275,5.038043562,4.565211572,5.554009921,4.083921735,3.624161658,3.694705675,4.401508629,6.396957427,4.332435925,4.623686287,5.269144403,4.636471256,3.714935848,5.070196611,4.121048082,4.697967549,4.169698107,4.184903357,3.345552999,4.132513282,4.065774343,4.133462636,3.9988236,4.249264632,3.989769467,4.270459529,5.036657952,4.083024337,5.278947608,5.158300303,4.195519225,5.202052236,4.083987268,5.072937901,5.900536464,5.243568274,3.878560803,4.863011477,4.877189001,3.379833791,3.769173577,4.516055113,5.314958183,5.45917571,6.022184666,4.376653995,4.890789068,4.278737429,4.214242789,4.113973538,4.743678797,4.565260201,4.159150543,4.319806164,4.941281277,4.264504546,5.093055618,4.620919265,5.024436507,4.509895161,4.441355336,4.810596083,4.096071969,4.016936431,3.975234219,3.75414353,4.595969869,4.344009647,3.345921918,4.409434753,5.340995982,3.7402513,5.346094569,4.839635421,4.542682762,4.5334937,3.927282768,4.072669444,4.386349481,3.535417698,5.96793907,5.4018399,3.94052976,5.375687922,4.800954551,4.330715991,5.420416617
 griseofulvin,8.082514256,7.583735761,7.369670854,8.475517226,8.247039047,7.642200725,7.611187686,9.478318846,6.829591429,7.13911305,8.530137636,7.804481569,8.180849089,7.969065581,7.811598057,8.197409754,7.658382821,5.795295681,6.995146385,7.808704646,9.378440078,7.622677904,7.722926544,8.601497036,7.211040569,7.35086378,7.900539565,7.161637401,7.512933569,7.43329511,7.280295624,6.58191114,7.136128853,7.256733812,7.170940293,7.319704258,7.365306657,7.023365944,7.263561648,7.483629077,6.931243256,7.8928927,8.057109535,6.968746332,8.39838982,7.124213264,7.988148923,8.54609082,7.580923338,7.107847499,7.708440746,7.499499791,6.526292527,6.575938666,6.773863589,7.951011226,7.883684277,7.50736581,7.596686735,7.567093011,7.447799247,6.938785328,7.145922614,7.540727307,6.82511202,7.072428082,7.533885581,7.537132566,7.350225168,8.01116242,7.568330052,7.803020954,7.152248784,7.134715306,7.623997503,6.52371753,6.936485428,6.646046866,6.450562161,7.271797399,6.822102099,6.383217393,6.832303625,8.127672901,6.729809108,8.002171284,7.372434253,7.588261951,7.238505576,6.706641367,6.799953794,7.254718349,6.3879776,8.428935507,8.354833494,6.811471842,8.083225585,7.479281351,7.073580684,7.982633167
 haloperidol,8.27197316,7.814916778,7.489533376,8.450050082,8.595343875,7.81420401,8.174371228,9.757207284,7.104896065,7.23066497,8.59879718,7.851227081,8.206152696,8.417358395,7.781401566,8.154675892,7.875312141,6.887426287,7.604636553,8.226769683,9.582202173,7.860324644,7.832284687,8.706529696,7.176658127,7.651489291,8.183890752,7.283914682,7.822979923,7.595031698,7.428161513,6.875699372,7.203454512,7.27331156,7.1419051,7.465480767,7.543707906,7.310049039,7.576422116,7.807738268,7.03778337,8.349333276,8.501178377,7.357278289,8.471161997,6.966160581,8.264549482,8.729992033,7.72449711,7.198632168,7.503815946,7.678872788,6.531467483,7.148408306,6.856409409,8.24389962,8.261131478,7.671111642,7.642502561,7.931029739,7.437747385,6.561402918,7.254778627,7.99086719,7.153657747,7.157601193,7.529923002,7.661658907,7.539239156,8.724990953,7.661190654,7.785482991,7.363187647,7.221541879,7.673607938,6.788997026,7.282341376,6.605562181,6.618353362,8.438054187,7.742541054,6.294673452,7.286025212,8.504914472,6.874357354,8.310106895,7.560595208,7.528256355,7.597279647,7.162121504,7.438073619,7.723638542,7.049081415,8.234722713,8.64925805,7.033103748,8.20751947,7.759284727,7.562804365,7.993234587
 hexachlorobenzene,3.335246005,7.518947666,3.643295867,4.256058494,4.091170422,3.75077159,3.794862658,5.624943818,3.475259468,3.556724741,4.527131846,3.671201562,4.358257116,4.1627513,3.818874029,3.885460044,3.88961554,3.633400333,3.629424645,3.873762163,5.323518502,3.705912807,3.792258805,4.705313985,3.377481023,3.861156901,3.786169891,3.657091884,4.020909048,3.959904638,3.70490174,2.987886958,3.637528861,3.802579548,3.943074992,3.919494177,3.78016542,3.473117064,4.404896376,4.44951097,3.365811667,4.593757989,4.694423244,3.898363296,4.609272207,3.759655952,4.490298939,4.880864759,3.693241112,3.611858223,3.929412624,4.019783496,3.168509722,3.624185715,3.710100999,4.523648302,4.652102206,5.134764736,3.858724551,4.167075063,3.542856559,3.367190731,4.055518727,4.1593598,3.55766603,3.424175295,3.981165924,3.971566902,4.25193126,4.807822907,4.541023064,4.379355101,3.799137655,3.574975931,4.089210136,3.830432764,3.957684044,4.539472191,3.324355573,3.889207047,4.085649978,3.154614203,3.822377002,4.846819119,4.22965873,4.994287142,4.005474941,4.072142754,3.89165991,3.393050559,3.526118464,4.0220954,3.528014503,6.529909582,4.896944722,3.413353949,5.00116866,4.167088835,3.860128637,4.730226219
 hydroxyzine,3.791905783,4.892533742,3.902488538,5.344545184,4.999039188,4.358300291,4.443094178,6.622391524,3.303355966,4.052554497,5.675408926,4.993414061,5.125902688,4.975149657,4.660395133,5.434339498,4.3876077,3.755762092,3.938574892,4.41036391,6.48285965,4.853593849,4.917620753,5.558643176,4.513002226,4.065481908,4.950398102,4.354801595,4.540310048,4.612792084,4.487141978,3.309692158,3.99524826,4.181399168,4.457383451,4.094866256,4.241103077,4.131718977,4.525295468,5.12778161,4.020319297,5.225798035,5.798467854,4.463463299,5.323984443,4.347659601,5.231546302,5.790690376,5.197813278,3.827487808,4.914251852,4.629987398,3.258441967,3.657145344,4.364671351,5.119393328,5.403470426,7.013305235,5.579926909,5.03292038,4.277338201,3.719333141,4.37402495,4.764165375,5.004420962,4.083469418,4.643165646,5.22221598,4.647704814,5.172191254,4.850801648,5.540328304,4.568921503,4.468315511,5.146787946,3.891081489,4.208268715,4.717243723,4.155758575,4.850382938,4.79224149,3.351605231,3.65892205,5.671238923,4.037364481,5.246570959,5.093371212,5.182009707,4.876232843,4.30161845,3.932721041,4.300267057,3.503927841,6.734994169,5.57618616,4.224045813,5.359147638,5.134380421,4.582834183,5.359481265
 ibuprofen,6.924697107,6.64583665,7.334107213,8.039339543,7.426325377,7.332652016,6.632334516,8.852977912,6.429619789,7.216256321,8.170187606,7.609081617,7.386516858,7.27405158,7.471000649,7.60788243,7.183394157,5.563211398,6.072920435,6.741803031,8.744983153,6.706642949,7.788559814,8.064912099,6.920997034,6.848557357,6.171334773,7.007346269,7.678102125,7.454419861,7.190433093,5.823506829,6.663307099,7.086310062,7.241664841,6.62295814,6.484278852,6.21233623,7.11363043,7.260643674,6.456538794,7.703393706,8.03871478,7.127534972,7.509330937,6.79242203,7.610429562,8.385022882,7.360246259,6.018473167,7.024290194,7.219248746,5.973134717,5.668561609,6.549031797,7.276189304,7.610924436,5.68222972,7.459848206,7.275677241,6.999048865,6.88966093,7.144164552,6.521238238,6.658361107,6.423831606,7.118837757,7.725971913,7.111737561,7.261152368,7.556489851,7.781874853,7.355923609,7.168229823,7.59953346,6.007312638,6.480875868,7.133275863,6.495688409,6.450131175,6.938522493,6.103772395,6.516019128,8.015932722,7.047157337,7.84307174,6.743868879,7.597319141,7.250948374,6.647815736,7.049559481,6.601589078,5.652553881,8.50638984,7.647922856,7.068861202,7.204272337,7.388007203,7.235826874,7.594950838
 imipramine,3.612646338,4.368477591,3.589745954,4.661157412,4.453749507,4.215267543,4.022307174,6.14227086,3.232871593,3.564701376,4.854220756,4.48826146,4.490347654,4.6150048,4.299875806,4.556389856,4.221987198,3.258308675,3.320969272,4.191524496,5.909978879,4.049914805,4.82831347,5.385979633,4.031801131,3.739533015,4.041936429,3.872810214,4.435802059,4.303382488,3.968495765,3.110949994,3.876467185,3.863802856,4.141461479,3.631294683,4.014833792,3.579525117,4.098623229,4.218875229,3.42812505,4.891032877,5.266065348,3.917514859,4.730398103,3.755925289,4.681663389,5.567164662,4.781493577,3.702139124,4.413513901,4.215779164,3.218124896,3.286627734,3.655824704,4.731741102,4.751952299,7.630382399,4.687044765,4.775668602,3.833798984,3.302008361,3.799201394,4.924499053,4.400679546,3.72103147,4.307772236,4.338314825,4.73828532,4.895717406,4.468473444,4.815637905,4.065481644,3.993389808,4.861375762,3.752832735,3.830521807,3.891616192,3.777328755,4.681218901,4.356852318,3.208965109,3.566157244,5.094298452,3.702109425,4.911960299,4.173233305,4.781185189,4.233202233,4.149811916,3.568927446,3.894963092,3.159361395,5.676989949,5.188938832,3.741939446,4.695759439,4.465231005,4.310319873,4.662181885
 indomethacin,3.239087189,4.071977442,3.630177236,4.313317488,4.236662169,3.753403374,4.1084174,5.681113273,3.30555004,3.615219138,4.520141759,3.832846636,4.519602085,4.290969404,3.622102686,3.889940154,4.120341312,3.370575648,3.545229589,4.233456898,5.743404724,3.679417701,3.863569803,4.705158364,3.465293177,3.894993062,4.154398899,3.739511704,4.089370621,3.867690895,3.792544338,3.14476641,3.490550342,3.870207802,4.101070612,3.873005028,4.123047165,3.736352325,3.837007297,4.571631195,3.334490756,4.193388924,4.519107364,3.861603437,5.256868773,3.82578784,4.699974082,4.797294041,3.842079342,3.767862593,4.042032853,3.93870116,3.112696826,3.56650434,3.571939446,4.360095237,4.566690955,4.889776985,3.951446471,4.202383047,3.944535956,3.484070861,3.995104531,4.348601568,3.608314931,3.765751352,4.150195721,3.777629666,4.115967759,5.255445384,4.577852591,4.433851071,3.888039585,3.581129029,4.212797318,3.868579051,4.016215498,3.840200039,3.2709532,4.072230673,4.167623564,3.212321801,3.885141643,5.077712101,3.933465759,4.889068822,3.749561807,4.26071237,3.821119408,3.463829944,3.602010626,4.125956456,3.59490227,5.935570832,4.822491641,3.635293884,5.233404948,4.379545629,3.941209731,4.33334221
 iproniazid,7.475065036,7.086696304,7.236494263,8.142537361,7.572082523,7.629865271,6.887208122,9.023922297,6.574292281,7.24216527,8.352146569,7.665417187,7.655321026,7.364493444,7.615156093,7.657436876,7.450594297,6.34832329,6.025761452,7.047043017,8.922056636,6.900337284,7.859878689,8.15514651,6.954132758,6.989475079,6.603942369,7.120162165,7.642400084,7.309856189,7.316242986,5.893710248,6.805051013,7.118667273,7.128246054,6.889450239,6.610137057,6.454443226,7.406704884,7.275307355,6.336735715,7.685709226,7.899016814,7.193090069,7.703143776,6.734675414,7.734250937,8.453443872,7.574011514,6.253579675,7.337579203,7.320414379,6.253990263,5.936959871,6.798701382,7.391661853,7.696575429,6.451322987,7.409602288,7.372269661,7.145010389,7.046378735,7.244688923,6.566697357,6.541082681,6.802493157,7.27641245,7.683454787,7.208669981,7.472622662,7.59638457,7.766744111,7.322065171,7.156796947,7.654226118,6.356763835,6.505721212,7.323971113,6.874403994,6.731902199,6.948158037,6.328325348,6.528751001,8.142550436,6.957878675,7.826006372,7.026612916,7.541692111,7.243768397,6.928359188,7.146069923,6.579902599,5.623254195,8.607304169,7.786523707,7.216387187,7.542289487,7.300268332,7.230699886,7.549499388
