Drugs,RPS4Y1,DDX3Y,EIF1AY,XIST,XIST,XIST,CYP2C8,FAM76B,DDX3Y,XIST,KDM5D,XIST,ANKRD1,EIF1AY,PMAIP1,ERAP2,TXLNGY,ZFY,EDNRB,CYP3A4,COL1A1,LOC101928820,XIST,MMP1,IGFBP7,SULT1C2,PMAIP1,TNC,C5orf27,SULT1C2,HSP90B1,TXLNGY,ROBO1,SPG20,HTATSF1P2,CCL2,PLA2G2A,LMCD1,CYP2A6,TAGLN,ERAP2,CHI3L1,CYP2A6,GSTT1,CXCL5,TM9SF3,PANK2,IL20RB,CYP2B6,NCKAP1,UTP18,MGAM,RHEB,ALG5,CHI3L1,ERAP2,C6orf141,DAAM1,SLCO1B3,ALB,ZNF880,TXN,ANXA1,DDX3Y,PNN,MREG,CALCA,CYP3A4,ERAP2,PTX3,ENPP2,AKR1D1,GSTM3,IFI16,EMC7,AKR1B10,SEMA3C,HSPA6,LOC220729 /// SDHA /// SDHAP1 /// SDHAP2,DCN,TWF1,CXCL6,SLC51A,SLC7A11,TTTY15,CYP2A6,MMP10,RPAIN,ACSL4,MTPN,MMP3,MMP12,LOC338620,HSPA6,MYO1D,RASSF4,ACSM2A,TSPAN8,EME1,LOC100507389
glibenclamide,5.676382561,2.906211453,2.956037069,9.851915495,10.42437219,8.816201624,8.736247638,4.409686083,3.867737171,8.139218071,3.731349751,7.516981403,4.883893323,3.110031876,3.462752101,8.589136653,3.002283665,2.694698008,3.618180224,6.011265449,7.365933887,4.628033276,7.128438993,4.991556827,5.098952851,8.281086661,5.030366663,5.069726853,4.221858895,8.277365926,6.951776195,2.862616791,7.416070309,8.047277424,4.032726624,6.301569824,12.81892711,6.721816604,7.43561861,5.732823856,8.372341427,11.12283068,7.495124501,8.40993103,4.148627038,4.773982687,3.367048016,8.106116756,7.05285371,5.803095928,3.425095492,4.924163362,5.221657355,4.203339214,10.91027235,7.274004668,3.854487378,8.134327254,4.68803097,8.277180186,3.088439396,7.830826287,7.857233101,3.705930525,5.176785252,8.884693744,8.551814758,7.228328214,7.709060429,3.171741407,7.218044341,4.507551667,6.830407848,5.0394302,4.183841391,11.9105303,2.956993173,7.893848053,4.536606372,5.054963992,5.032953299,4.953933313,8.673876567,5.595017597,3.103893041,7.405393518,5.405997909,4.929707596,5.619460523,4.237231003,6.475534309,3.776381818,6.092355616,6.974228399,7.481632174,7.796164579,9.165316963,7.803039928,7.587949328,7.522126711
griseofulvin,5.176315994,2.652085195,2.775883576,9.429934988,9.744369911,8.163488777,8.382575265,3.455726178,3.580650288,7.459625493,3.618659578,7.049006341,4.680742012,2.667527284,2.868229106,8.135307104,2.567024605,2.39912762,3.396386682,5.524815131,6.472343575,4.170293695,6.575153418,4.813889209,4.206144654,8.138016314,4.601242819,4.710791411,3.549303591,7.678190111,6.201897975,2.596239134,6.561316287,7.472945864,3.822832292,5.626471274,12.49671314,6.330167991,7.289828196,5.547666084,7.778992788,10.91434384,7.148911203,7.78223202,3.666004498,5.052306078,2.98500951,7.556622759,6.875079414,5.023024162,3.096238666,4.10223201,4.588128638,3.70164301,10.93337047,6.721282462,3.981043338,8.1629518,4.285742819,7.0581671,2.743163468,6.832285353,7.500572777,3.49926675,4.598717682,8.417276651,8.006616829,7.141022433,7.408821253,2.839848234,6.907809427,4.05076646,5.953454629,4.347495879,3.73949984,11.53791781,2.710705799,7.382064223,4.285036958,4.889713038,4.087743698,4.3588769,8.273569238,5.160622298,2.749164297,7.147821899,5.018188567,4.131859907,5.048418447,3.828334329,6.115320852,3.360119614,5.517084448,6.983793167,7.209041354,7.542281073,8.715475127,7.364215236,6.873328896,7.237649975
haloperidol,4.632005771,2.303589335,2.433388908,9.512981541,9.811016137,8.406287822,8.076313545,3.136840291,2.984057189,7.77862068,2.819290411,7.221693416,4.179614766,2.475614744,2.843172019,8.186869299,2.32717613,2.245315055,2.873073039,5.707137044,6.779092049,3.825186665,6.568626558,4.183748819,4.114607797,7.900325156,3.980706921,4.598922147,4.018101055,7.776718923,6.323906302,2.339781704,6.753255547,7.176697165,3.323755175,5.854644387,12.36015034,6.137240294,6.910740029,5.295288784,7.430156529,10.72788599,6.854388624,7.805689952,4.061250382,4.188668199,2.837627295,7.629883887,6.223018779,5.000547774,2.850052353,3.959728173,4.365654173,3.411021304,10.3909057,6.584343473,2.763523712,7.982021864,4.293188984,7.199160297,2.547595087,6.995965592,7.275967376,2.844587091,4.68255306,8.230755699,8.053679085,6.934872204,7.179765448,2.639484291,6.605590302,3.837380131,6.011747791,4.443869557,3.557611524,11.48823762,2.299234869,7.366006423,4.351155615,4.686784975,4.103619956,4.654132535,8.208966146,5.384775121,2.445544128,6.726855172,5.025411616,3.791211556,4.789311521,3.352111558,5.995980343,3.021690971,5.130787431,6.733121752,7.355423226,7.176793726,8.309916932,7.143695672,6.578929014,7.257242551
hexachlorobenzene,5.417981581,2.694537173,2.870801092,9.668553551,10.24313646,8.662305818,8.46425644,3.832379197,3.926410737,8.114136022,3.674295534,7.270225836,5.46956066,2.916356577,3.194704751,8.448201422,2.725831533,2.602307523,3.434729003,5.629665846,7.303818359,4.621983282,7.12536079,5.003239905,4.62613319,8.257291786,5.222607106,4.978143322,4.294011925,8.029772615,6.374206539,2.839301975,7.123829163,8.174984495,4.608973937,6.150785337,12.65059098,6.657824823,7.406523365,5.56360045,8.328686496,10.99087482,7.319936116,8.029776754,4.06984981,4.372339188,3.228732789,8.033139701,7.115594473,5.0166063,3.330166617,4.555723597,5.061056314,3.792292553,10.84432343,7.201838384,3.986766999,8.475569706,4.526749483,7.878522515,3.075908155,7.172797267,7.915101121,3.571755275,5.10327075,8.792350001,8.376531534,6.732552618,7.603225445,3.162084462,7.233003331,4.273086362,6.478442376,5.10058045,4.070544143,11.66993676,2.957615504,7.649670158,4.57618528,5.290394875,4.002386646,5.132108222,8.848410146,5.310025003,2.991769946,7.274374571,5.375399802,4.29655037,5.927477789,4.091481675,6.422480792,3.831339892,5.721523034,7.204674635,7.645191132,7.518225488,9.021292501,7.584186184,7.043158855,7.868081809
hydroxyzine,4.157178668,3.203896518,3.427908626,10.04609722,8.283058631,8.334811377,9.459939475,7.954373479,3.578682254,7.639732975,3.500081362,7.376105523,10.25069712,3.28067559,8.284081337,3.748022847,3.196714292,3.089579857,8.30538267,9.553074456,7.444465171,6.668494308,6.781249019,9.200364451,8.511624369,5.234564122,9.214058277,9.220465557,8.403612405,5.159263338,9.25174997,2.994652249,7.047743401,3.707301792,2.975594652,10.1462133,7.93799201,10.81863145,9.703579569,8.895731209,3.754736513,7.612967328,9.375960591,8.173537816,6.970629404,7.95948392,5.534743437,4.393649412,8.024963761,8.588727459,6.783039118,8.388885562,7.112864696,7.095328212,7.531959026,3.566570099,5.348257826,4.493976368,4.816851276,9.874100694,6.064564298,9.848072374,10.58294705,3.248013321,7.853647073,6.703899818,5.878319153,10.50207463,3.592871537,6.859979129,3.681680558,6.576750192,5.630514826,8.271470539,6.988329897,13.00181045,4.79432331,10.40265584,6.187143983,8.119775454,6.594370421,7.707265214,4.668236066,8.535358208,3.311608529,8.794693746,8.780030088,6.901270925,7.026217674,6.816768361,9.215342891,6.801333135,4.850068902,9.534963494,4.886952605,4.096131452,5.863002822,4.335445179,8.943390765,5.943225674
ibuprofen,4.209397581,3.230905843,3.378198647,9.737176268,8.83011379,8.540899824,9.753585225,8.897694261,3.525242496,7.926072043,3.767230784,7.383779008,10.29461133,3.461299234,8.294189872,3.81471412,3.322586683,3.138899519,8.247452211,9.657392908,7.555289307,6.864555214,6.860224086,9.735599808,8.626297371,4.463090511,9.183884517,9.484178379,8.128193696,4.751626044,9.271118572,3.058286571,6.925455914,4.264906484,3.035227429,10.25057603,8.163288647,10.86773052,9.820618146,9.21302347,4.048512523,7.172975168,9.284352362,8.174371921,7.554266002,7.865304618,6.418604795,4.709543145,8.389967882,8.106325089,6.873928698,8.429515602,7.487903398,7.108723582,7.218377505,3.522101111,7.369361181,4.49413798,4.743243844,10.66105528,6.095886376,10.09607842,10.55261495,3.598187615,8.022433749,6.745028913,5.577192467,10.2881562,4.013293271,7.029561943,3.625833814,6.440986677,5.642467949,8.065084492,7.155890795,13.19294494,5.093297214,11.08862993,6.257914996,8.284437631,6.947615206,7.763609578,5.494696559,8.38858031,3.550525703,8.919368698,9.074650282,7.377770068,7.64745787,6.812380901,9.791498718,7.18434836,6.485576075,10.27463446,4.511283505,4.549908699,6.49456382,4.472023071,9.599709248,5.960934865
imipramine,4.044073386,3.150503218,3.299889341,9.956687162,9.021626399,8.899646141,9.785479144,8.539028337,3.565603558,8.052148907,3.583458492,7.625792409,10.29519006,3.294188181,8.128591727,3.55626924,3.21320016,3.008757317,8.044673706,9.575224549,7.757581974,6.329076998,7.202258848,9.412780615,8.114906584,4.222596478,9.283805807,9.313503631,8.10983995,5.155234423,9.402310347,2.926947406,6.83568007,3.862785324,2.904949792,10.06393371,8.03123758,10.83856521,9.40639212,8.623992245,3.959822732,6.989552575,9.105933005,8.142500085,7.609436887,7.844803419,6.273774228,4.904678338,8.228620352,8.268667442,6.678894677,7.87954375,7.69971929,7.000470256,7.006089416,3.49529378,6.977853019,4.331197097,4.441713439,10.58444847,5.895219401,10.14274205,9.927315207,3.388863042,8.045618464,6.622241238,5.525279863,10.31168593,3.501981464,6.606568938,3.590303571,6.540394517,5.493036935,8.052905687,7.101324565,12.96108777,4.5797096,10.54538812,6.342055259,7.864819432,6.865439765,7.68567433,5.215627901,8.515595885,3.263505821,8.580959531,9.031335455,7.263630532,7.564488731,6.787252573,9.183126765,7.124952491,6.689929199,9.625409046,4.520325831,4.029502379,6.004215029,4.107251979,9.414712085,6.012627951
indomethacin,5.441209527,2.516073317,2.696217236,9.680426145,10.19782444,8.921603245,9.084545542,4.157642883,3.888664389,8.233305675,3.649015274,7.32221407,5.034876994,2.836709494,3.476513173,8.524640301,2.700897409,2.420736319,3.397839637,6.177991274,7.462374002,4.786092789,7.257588686,5.119092617,4.837877107,8.526317782,4.537297055,5.089168286,4.339688228,8.360135905,6.654619656,2.673642838,7.34342783,8.074139064,4.564546696,5.625488753,12.65911383,6.532203262,7.454905593,5.331496029,8.463621363,11.2748703,7.40078241,8.421498736,4.764102664,4.466532328,3.061391513,7.885862165,7.33285038,5.385957575,3.117815379,4.769410652,4.73411676,3.92730529,10.62842908,7.268060334,3.727594494,8.017808161,5.281474818,7.683607501,3.026128088,6.936312455,7.941680982,3.714427043,5.257745139,8.741312117,8.514088024,7.124357654,7.572661914,3.094692336,7.386743493,4.603596173,6.720198828,5.093876054,4.42740242,11.95917454,2.560375777,7.742189855,4.974159339,5.230353764,4.402012454,5.628438596,9.308726709,6.194935199,2.936997962,7.369697688,5.355330506,4.278389169,6.390305654,3.743095002,6.537840047,3.936985969,6.196761725,6.992476971,7.425996822,7.744042354,9.190695273,7.893616927,6.897351216,8.123514264
iproniazid,4.41671248,3.346544211,3.376738912,10.2955473,8.862143829,8.711203462,9.759895138,8.16491325,3.698145317,7.964385166,3.452314713,7.399850526,10.70146975,3.382057536,8.446690947,3.556151021,3.409070807,3.232214575,8.478268129,9.779063273,8.006538345,6.274641702,7.005011348,9.518845399,8.698219048,4.804179657,9.380311362,9.540980666,8.487652859,4.645527484,9.279287926,3.115286062,7.05942452,3.900574114,3.031886389,10.78934006,8.114911,11.2596019,9.817106306,9.343918979,3.746854191,7.756514547,9.49019145,8.081418135,7.86814389,7.998610421,6.064752321,4.541205968,8.195230053,8.447182382,6.697429383,8.524545984,7.549665675,6.959672797,7.884647255,3.635079502,5.903394992,4.405358632,4.915663674,10.20321709,5.880403975,9.948127695,10.4135382,3.542545358,8.054857313,6.589162454,6.21354917,10.54915461,3.768283599,7.506046981,3.622468342,6.665444543,5.460698566,8.075882135,6.983621269,13.00727732,5.319064426,11.01776697,6.619151083,8.491636538,6.481410937,8.132232209,4.981943057,8.472077251,3.486205226,8.735881078,8.993931214,7.051042267,7.132856147,6.936456055,9.338064011,6.855020309,5.530655602,10.28409341,4.822015171,4.398814014,6.009495332,4.450196381,9.179644947,6.259216869
isoniazid,5.672017484,3.097381416,3.349337976,10.21238625,10.52403313,9.157027771,9.158754587,5.095015806,4.582244196,8.529139742,4.170320633,6.928347149,6.532458017,3.11540509,3.752527178,8.63962295,3.147353858,2.853904299,3.899155331,5.9821839,7.856081681,5.475030829,7.225207339,5.66349236,5.528867326,8.913261503,5.595685039,5.60254472,4.740621064,8.968151392,6.22916144,3.091177514,7.847709989,8.091384853,4.640781508,6.556197844,12.98592257,7.537896613,8.078115459,6.212451338,8.831634401,11.79896517,7.93213602,8.963502978,5.057431108,3.97592876,3.613856261,8.502254606,7.876656717,4.323955782,3.657269595,5.90301499,5.49010738,4.052817413,11.39324722,7.371399201,4.743588839,8.011505634,5.174759856,8.107751381,3.390153047,7.189214273,8.195686617,4.330675028,5.75949682,9.187459854,9.400389798,7.310123391,7.183714637,3.422115456,7.756296704,5.303102429,7.363219115,5.632117875,4.55775576,11.97974141,3.234991044,8.338342021,5.523028765,5.715286499,4.645318791,5.313260454,9.334359705,5.826759258,3.264603634,7.870119142,5.610924344,4.766913908,6.592431501,4.314257402,7.38695704,4.201160335,6.773701372,7.743591983,7.416468794,7.992230575,9.209851512,8.155373644,7.85037656,8.468533275
ketoconazole,4.775557833,3.052777891,3.225781631,9.883829914,9.817988516,8.762008536,8.232976567,4.136548389,4.126680147,8.022014579,3.763277982,7.500551467,5.5530829,3.275208803,3.585716308,8.549460559,3.039408181,2.994113219,3.702221081,5.825561688,7.11591407,4.643399272,6.905811326,4.902151065,4.938595505,8.502997043,5.198579551,4.874813418,4.201333156,8.312294814,6.506455258,2.967819582,7.210362948,7.737132369,3.767191023,6.346184802,12.88633043,7.101255195,7.580824424,6.307052077,8.215220094,11.38302197,7.68057066,8.583932698,4.451339753,4.781538652,3.485402388,7.923898908,7.136150197,5.826201599,3.692862265,5.1134476,4.840221333,4.167434291,11.19235566,7.317417285,4.15563616,8.052309597,4.64524146,7.639685252,3.264481943,7.147953596,8.445733517,3.605935262,5.167265471,8.953880572,8.699818955,7.09609589,7.600755013,3.494532738,6.85932424,4.125301284,6.728724941,4.765990827,3.952719547,11.80966349,3.220792012,8.007917385,4.605276854,5.47666246,4.44222707,4.676354854,8.459779646,6.222088475,3.451590896,7.587600814,5.76251871,4.141576683,5.88506954,4.071918433,6.750085679,4.108458404,5.392527004,7.473450865,7.758787918,7.80274453,8.552385188,7.512456623,7.117364744,7.472718862
labetalol,5.403629147,2.585366671,2.696714822,9.539158471,9.667674535,8.553112915,8.22339813,3.690483267,3.417154499,7.893795297,3.255767354,6.75477878,5.567128607,2.671869529,3.169848695,8.342857211,2.775338147,2.496635171,3.19724121,5.661319698,7.679599867,4.453185272,6.878228207,4.91826556,4.555273189,8.301054906,4.627749789,5.611250247,4.3304131,8.196748309,6.280839046,2.64094124,7.587429957,7.446836852,3.514054554,6.438649872,12.68325853,6.778808471,7.29655012,5.548912039,8.013464662,10.98541903,7.399444193,8.512712283,5.022739861,4.503720947,3.206781987,8.05536686,7.10182157,5.36443819,3.11510893,4.869720563,5.040990008,3.963147929,10.78725507,7.286739298,3.382091667,8.143442525,5.128397845,7.671586189,2.873228202,7.32609656,7.726735404,3.501734553,4.995287629,8.703242801,8.585859215,6.759221633,7.472962238,2.867958681,7.257603761,4.153108189,6.730899802,4.469820841,4.512818355,11.91340527,2.749545433,7.884571541,4.511438108,4.941111323,4.094828995,5.105642618,8.718781746,5.878282293,2.793803338,7.217760017,5.307209858,4.632009718,5.128712522,3.67167577,6.759358005,3.699123954,5.508283833,6.913127918,7.839604077,7.490355262,9.065245613,7.776988356,6.984702129,7.541595672
lomustine,5.371737945,3.159923811,3.445432887,10.421083,10.46569632,9.285242501,8.913455987,4.915157362,4.175141957,8.708179673,4.134056149,7.961587692,5.922687789,3.417002249,3.927933382,8.831369628,3.196322617,2.975007606,3.821582106,5.87111997,7.651565729,5.457348381,7.47644277,5.324656055,5.219463742,8.750360234,5.854119063,5.46600755,4.753726621,8.707750642,7.223482461,3.152600498,7.807238002,8.520818603,4.406671669,6.730596801,13.00219874,7.514192042,8.014138133,5.960167419,8.846890862,11.50920862,8.014064034,9.05079317,4.691575162,5.279221296,3.790057917,8.302446034,7.587438107,6.176836599,3.941484616,6.178903398,5.359138323,4.813872997,11.15718776,7.857495192,4.487594367,8.138001278,5.356204578,8.358095966,3.504210528,7.5096558,8.606933486,4.046943812,6.068569216,9.425067188,9.103734863,7.053370243,7.720491176,3.461307084,7.313946441,4.805541568,7.107657741,5.474704658,4.584622363,12.39799728,3.331888023,8.203886544,5.518675495,5.482414009,4.98364514,5.109732483,9.015030133,6.595689712,3.35386793,7.761790106,6.112132872,5.314822562,6.121054719,4.96342154,7.411348831,4.488311657,6.41296917,7.503383158,7.937529361,7.801577572,9.179087778,7.953473106,7.825578198,7.621814912
lornoxicam,4.871202995,3.541000691,3.637289624,10.27893158,9.233261201,9.509728683,4.492913459,9.587764623,4.042519145,8.292278637,4.101990511,7.751260508,10.53926352,4.03549054,9.269578852,3.753794078,3.715181064,3.381185906,5.572873493,5.499400011,9.513489662,8.811065907,7.141063559,7.385099202,8.08645512,3.751159147,10.1487968,9.233285955,5.200206991,3.697284317,10.63012138,3.371421216,5.162103998,9.393351783,3.323078833,8.385442909,11.42565146,8.732221896,6.421227175,7.816498407,4.283200057,7.854959296,6.17049638,7.550366272,8.120032387,7.328903178,6.924865366,4.591814551,5.459131746,8.198902036,6.555557397,4.845877794,8.13017384,7.496374808,7.580223804,3.883622094,7.191801093,5.136867418,9.276343388,11.29591953,3.555001306,10.32212077,10.74826854,4.124332911,8.921892529,8.863265247,5.442986639,6.859286684,3.968256626,5.635842411,4.470320958,4.12303447,6.231434471,6.601528332,7.251525097,8.749441088,6.087861544,9.975998524,6.752938235,7.338276593,7.76913013,4.94616792,6.611792706,8.49184937,3.829161474,6.850370076,7.249493864,7.986145954,8.302600774,6.887780035,9.483675131,4.58870814,7.821965461,9.402320299,4.573162403,5.495296182,4.513791354,4.678713657,10.59707537,4.072914918
LPS,12.14675081,10.05456389,9.602745792,4.185507177,3.84634714,3.219897161,10.45889364,5.984448892,8.969913015,3.040329734,8.314210892,2.99077051,8.583120772,7.639498353,5.967798223,4.168049317,7.570138936,7.170853802,3.689812164,8.304713753,4.636762107,9.018813262,2.82318709,6.455580732,4.884553745,5.597446898,8.035772544,8.608338046,8.271444503,6.167489479,6.100697694,6.996154043,3.413124305,8.803201522,7.506632011,10.10619883,11.45781708,9.575463255,9.20665694,7.598090433,5.324339084,9.761509606,9.069651072,4.20736469,9.597040332,5.062144959,4.363664339,7.846871515,8.601380751,6.253203391,3.831167537,4.075713306,4.871378844,4.238084119,9.257508111,3.533841213,6.118955594,9.341305835,7.938957966,8.302325824,6.705901864,7.908816886,8.145535649,7.27648738,5.552270567,5.443882731,5.215107513,8.303965353,4.151971312,4.1178981,3.21659349,7.619502225,8.115488171,5.376709993,4.579784653,11.88149888,7.617207362,10.30498349,4.095406729,4.997435139,6.532647558,10.19432645,6.665710237,9.132826268,6.254837182,8.611010287,7.028646458,5.426243397,8.418235614,4.601518546,10.44391148,6.303626205,8.527767399,9.449530962,6.695503877,7.019174657,5.196890065,6.780250775,7.46138822,4.867272374
meloxicam,4.942242887,3.699295063,3.756982888,10.83010795,9.471948064,9.572898267,4.843212523,9.917900246,4.246210527,8.702261876,4.061100878,8.687474477,9.967656995,3.857394479,5.054887038,7.026675953,3.963310491,3.527396215,3.73880668,5.490754018,3.751607929,9.908974295,7.538524848,9.165916317,3.634219827,3.813751591,6.440426005,5.724905792,7.460917504,3.77805892,10.90482383,3.497959465,4.212372626,9.058327601,5.030461151,8.167740672,13.58749145,7.560462585,5.351161109,6.63124812,7.11078381,7.556979238,5.049438933,8.65161136,4.243428236,8.7999562,7.471042343,5.689060076,4.90623733,9.353057022,7.289288783,5.640940143,8.894718639,8.084835307,7.447241166,5.56896418,4.821155567,8.358334642,5.607833955,11.61652226,4.851858153,11.14905345,6.131537756,4.004669374,9.205466389,6.459739083,4.747273946,7.199856433,6.821726553,3.785782266,4.963778415,4.424870939,10.20916825,5.66417203,8.016212891,10.10027723,3.761351163,11.74285711,9.441849369,4.384871306,8.792483963,8.38195811,6.152840596,6.983204634,3.978337784,5.076814605,8.220344521,8.026873351,7.936240223,7.781017244,8.512694754,4.428960674,4.735484961,10.86568162,4.310140675,5.10855958,7.569436389,5.812300497,10.74857317,4.61779152
metformin,11.44017702,9.831448258,9.306524907,4.015922033,3.751764129,3.369517116,7.748050832,8.736489732,8.709128951,2.994330222,7.188417516,3.043202381,8.790904901,7.026531668,6.820554624,3.515050322,6.35893048,5.328151195,3.129142705,4.655567486,4.912504152,6.728428444,2.888354475,9.468335522,3.675228017,3.365328731,8.167902166,6.613901469,4.584064063,3.418243859,8.734079691,6.207544225,3.242769543,8.539687296,4.875088747,7.260812836,10.94539761,9.952381283,6.573077122,11.12056935,3.693785047,8.241596225,6.402667983,8.082518986,3.458208789,7.74127223,6.732207408,3.774983787,5.598838137,8.542850214,6.867017737,4.494430489,7.904015054,6.935607599,7.789690302,3.550738714,5.528693644,7.209879431,7.499495104,10.28517188,3.575089945,9.99298363,8.612040753,7.307260989,8.284886857,8.984571012,6.28032038,6.312537372,3.724752825,3.678786904,4.045277696,4.504123456,10.14611247,3.474069238,7.022941258,8.209139274,4.683078609,11.13841459,6.743523735,4.08940899,7.901757422,3.786085298,5.334132564,6.98583377,6.371762089,6.728878558,8.857799935,6.946153433,5.230611229,6.742075272,8.505058533,6.36069361,5.780863987,10.34731086,4.97870431,6.069594874,6.17404869,6.117708098,9.306256298,3.722586138
methapyrilene,5.551242878,2.783730945,2.918510893,9.891197124,10.19248701,8.784691937,8.346333331,4.10076256,3.809470759,8.240993719,3.73001736,7.650578099,5.67266713,2.874286228,3.760925051,8.418134817,2.728577609,2.585766329,3.497190248,5.795159169,7.525078158,4.757653628,7.383561745,5.051971393,5.352182859,8.674811035,5.28455208,5.348870652,4.223474895,8.608477061,6.466968664,2.737556066,7.255706966,8.283005014,4.485361002,6.039407795,12.79634559,6.691682052,7.672149034,5.498848429,8.397076652,11.36795464,7.440771563,8.382291269,4.912519755,4.377964479,3.396209725,7.972648115,7.239333799,5.373122113,3.306105418,5.156119411,4.533367603,3.678034335,10.73097191,7.17800396,4.429337358,8.337724888,5.056442806,7.617417869,3.050321925,6.898795096,7.899403489,3.888054744,5.201872406,9.033155346,8.709420381,6.873046989,7.538425897,3.356034784,7.236619584,4.691506297,6.713472861,5.102519441,4.13215045,11.81979041,2.940903749,7.895290657,5.159754192,5.235438327,4.205419581,4.88091311,8.75538221,6.668269894,3.031184246,7.433415856,5.534376334,4.171220786,6.504837158,3.755588956,6.890548943,3.80146524,6.577182544,7.166378074,7.640696732,7.535147951,8.759195081,7.689043152,6.850053197,7.82632073
methimazole,11.58557708,10.05152698,9.445217105,3.979584703,3.903092225,3.670806641,7.823459861,8.511447778,8.969916182,3.58888884,7.686054362,3.481539906,8.219376635,7.334025243,7.357282405,3.802755836,6.423525017,5.8483194,3.521781156,4.481243421,4.704108306,7.09942833,3.152991326,9.678119441,3.807931869,3.438492862,8.401609373,6.21476153,4.905902739,3.564474189,8.712271022,6.18354383,3.499795741,8.902297521,5.052233586,7.475186515,11.16255022,9.796744694,6.597538966,11.01359086,4.250770676,8.446273922,6.294235863,8.444032445,3.862212741,7.595772487,6.425897632,4.031236331,6.144989768,8.169222637,6.475275003,4.718484643,7.403323725,6.616939809,7.874743515,3.608118616,5.207788096,7.361577279,7.579061798,10.46293951,4.139621081,9.780310582,8.921536296,7.54012875,8.255023036,9.319065297,6.04636712,6.587933755,3.978583079,3.964049872,4.24143789,4.670218327,10.41665485,3.445016045,6.676311902,8.364775565,5.094302055,11.20381705,6.143850432,4.617766467,7.521760243,4.206446703,5.928477287,7.844130251,6.455464239,6.651736355,9.175964899,6.75809272,4.90096233,6.504473505,8.780053204,6.926478503,6.622826936,10.32699556,5.619007446,6.695480833,6.209101986,6.035899509,9.429425924,3.763090878
methyldopa,11.42909891,9.67633462,9.123823359,4.0136816,4.173644622,3.456670155,7.455301922,8.892975412,8.784620076,3.266359647,7.283607136,3.401752764,8.094726652,7.101790889,7.06263089,3.663483099,6.632060773,5.266436199,3.58543945,5.057644227,4.255519086,7.276067749,3.09982934,9.170744247,3.57246124,3.360550309,8.380241031,7.23252142,4.24929506,3.53373301,8.565706082,6.159491786,3.307457111,8.644984554,5.935178032,8.447953318,10.84945071,9.844205354,6.498959503,11.01752492,4.423694669,7.794157915,6.082451162,8.081540201,3.952524763,7.527598589,6.701137797,3.851420301,5.635511382,7.909161809,6.386892015,4.724377395,7.598253693,6.386446745,7.211963207,3.529030021,6.655672251,7.157137456,7.823170554,10.75110682,3.773124537,9.903152898,8.897018528,7.348691103,8.157022588,9.365468694,5.809999747,6.209340786,3.836366236,3.803303155,4.135402938,4.710071812,10.00855178,3.490174655,6.46044289,8.867206878,5.136023244,10.35194509,6.355868384,4.421735124,7.54925506,4.667438002,5.870062703,7.036096352,6.402338203,6.569250613,8.751683182,6.883641636,6.058297602,6.526134357,8.69724789,6.413495252,7.070144493,9.478501232,4.461728955,6.607339616,6.129097578,5.799266427,9.60878081,3.593124433
methylene_dianiline,12.0444209,10.18139334,9.994166981,4.172035167,3.739239287,3.630692363,11.01973907,5.253010511,8.8362674,3.100888465,8.526153625,2.898890802,9.127942128,7.889849516,5.084749542,4.060532224,7.419315612,7.681073187,3.763116789,8.569444398,4.222980259,8.979687859,2.832929992,6.712236363,5.43444512,5.989389713,6.830839936,7.241104047,8.579490178,6.538290882,5.775338148,6.75693183,3.254330431,9.015092418,7.947153561,5.730092721,11.67043646,9.328391,9.630834173,7.453760247,4.540623635,9.552020164,9.425540487,4.181586349,4.044333974,4.71971504,3.64103577,8.091399096,9.315032597,5.671473087,3.500986962,4.181700493,5.538404511,3.886759094,9.011150199,3.466043776,6.616079077,9.214732388,8.199695506,8.303512385,6.678278836,7.533878057,8.555098986,6.662017485,6.008863083,5.414633379,4.933556372,8.986853829,4.027498292,3.363916841,3.196134209,7.972308649,8.031612397,4.774752051,4.073805052,12.05758496,6.778758967,10.56838904,4.478036833,5.350287902,5.309344886,6.51623539,7.311798999,9.039319745,6.51099795,9.135081969,7.152019594,4.445975065,8.220007738,4.331490863,10.02702227,6.309562636,8.39898455,9.649911257,7.240612687,7.383371928,5.734364157,7.305083851,7.53100167,6.125114139
methyltestosterone,5.548682304,3.108252346,3.244297569,10.26409155,10.0921469,8.9507973,8.723977827,3.922878497,4.190108263,8.349815659,3.896344391,7.203070779,5.803658776,3.283799893,3.729907943,8.777686048,3.124131315,2.988146629,3.431178963,5.640896129,7.731674538,4.499783159,7.252312982,5.18074665,4.994527227,8.399015785,5.124142052,5.140103534,4.921479217,8.670562694,6.802252545,3.14460769,7.677681102,7.592828553,3.746127295,6.151682923,12.86970813,7.122480906,7.575634292,5.80633576,8.441355414,11.20606812,7.675839847,9.029938825,4.605588225,4.481384211,3.551800997,8.188309731,7.00543283,5.566225349,3.55340566,5.240331541,4.961328107,4.400769373,11.16048254,7.634596916,3.329295061,7.708113709,5.243991811,7.671664023,3.423463735,7.263230524,7.789041977,3.700741735,5.238454645,9.025767038,9.099527919,6.809716887,7.214930301,3.454548429,7.073646113,4.3258109,6.953519867,4.285481605,5.022400729,12.05925805,3.179759658,8.028404379,5.024647068,5.052309707,4.521918542,5.144696486,9.358421065,6.49815502,3.328374521,7.461010906,5.722604605,4.997621296,5.203325336,4.320099672,6.805579202,3.822908856,5.953845886,7.205103532,7.930752911,7.58784623,9.022208533,8.009268209,7.675600648,7.854378837
